,title,author,label
525,"Lower Back Ache? Be Active and Wait It Out, New Guidelines Say - The New York Times",Gina Kolata,0
526,"‘If I Sleep for an Hour, 30 People Will Die’ - The New York Times",Pamela Druckerman,0
527,"‘Veep’ Season 5, Episode 7: Do a Little Dance ... - The New York Times",Noel Murray,0
528,"On ‘Dr. Oz,’ Trump Offers Placebo Transparency - The New York Times",James Poniewozik,0
530,One Year of Water in Orange County in Just Four Days - Breitbart,Adelle Nazarian,0
531,Doctors With Enemies: Did Afghan Forces Target the M.S.F. Hospital? - The New York Times,Matthieu Aikins,0
534,Donald Trump’s Missteps Risk Putting a Ceiling Over His Support in Swing States - The New York Times,Patrick Healy,0
538,"Police: Suspects Punch Army Veteran, Steal His Service Dog Outside Home in the Bronx - Breitbart",Katherine Rodriguez,0
544,Woodward: Trump Dossier Is a ’Garbage Document’ - Intelligence Chiefs Should ’Apologize’ to Trump - Breitbart,Pam Key,0
545,Emmy Nominations 2016: Tracy Morgan on His Emotional Return to ‘Saturday Night Live’ - The New York Times,Dave Itzkoff,0
546,"Trump Picks Mick Mulvaney, South Carolina Congressman, as Budget Director - The New York Times",Michael D. Shear,0
549,Russia: U.S. Missile Defense ’Poses Deep Risk’ to Security of Asia,John Hayward,0
551,"Upset by Brexit, Some British Jews Look to Germany - The New York Times",Kimiko De Freytas-Tamura,0
556,Finding His Flock: A Rural Writer’s Book Club - The New York Times,Ben Rawlence,0
559,How Could You? 19 Questions to Ask Loved Ones Who Voted the Other Way - The New York Times,Michael Barbaro,0
561,Trump Picks Thomas Bossert as Top Counterterrorism Adviser - The New York Times,Michael D. Shear,0
565,Suicides by Chicago Police Officers Skyrocket,Warner Todd Huston,0
568,"20 People Tortured, Killed at Sufi Muslim Shrine in Pakistan","Thomas D. Williams, Ph.D.",0
574,"On ‘S.N.L.,’ Donald Trump Botches His ‘Independence Day’ Moment - The New York Times",Dave Itzkoff,0
576,"Exclusive: Congresswoman Marsha Blackburn Says, ‘Eliminate Net Neutrality to Preserve an Open Internet’ - Breitbart",Sean Moran,0
583,"In Trade Stances Toward China, Clinton and Trump Both Signal a Chill - The New York Times",Keith Bradsher,0
584,"Review: ‘The Secret Life of Pets’ Amuses, but Misses Opportunities - The New York Times",A. O. Scott,0
589,"MILO Berkeley Event Evacuated as Masked Protesters Light Fires, Storm Venue - Breitbart",Tom Ciccotta,0
591,Swedish Journo: Sweden Will Collapse Without Illegal Migrants,Chris Tomlinson,0
593,"In Iowa, Trump Voters Are Unfazed by Controversies - The New York Times",Trip Gabriel,0
595,"Guardian Opinion Writer: Trump, Bannon Counting On Terrorist ’Massacre’",Aaron Klein,0
597,"Along Mosul’s Front Line, Desperate Civilians and Dug-In Troops and Fighters - The New York Times",Tyler Hicks,0
598,"As Second Avenue Subway Opens, a Train Delay Ends in (Happy) Tears - The New York Times",Emma G. Fitzsimmons,0
599,71-Year-Old Cher Dons See-Through Top and Nipple Pasties at Billboard Awards,Lucas Nolan,0
600,Report: Stopping Only Nine Percent of Illegal Alien Border Crossers Would Pay for Trump’s Border Wall - Breitbart,Katie McHugh,0
602,How an Elite New York Police Unit Rehearses for a Terrorist Attack - The New York Times,Michael Wilson,0
604,California Today: A View of San Francisco’s Leaning Tower From Space - The New York Times,Mike McPhate,0
605,"Matthews: Trump’s Speech What Putin Has Been Saying, ’America First’ Has ’Hitlerian Background’ - Breitbart",Ian Hanchett,0
607,Chinese Social Media Rages over United Airlines Controversy - Breitbart,Lucas Nolan,0
609,"More Than ’Chaos’: Terror Ties Make Venezuela Direct Threat to USA, Former UN Security Council President Says - Breitbart",Frances Martel,0
610,Rick Ross Documentary Video Doubles as Ad for Checkers - The New York Times,Zach Schonbrun,0
617,"Hillary Clinton Liked Covert Action if It Stayed Covert, Transcript Shows - The New York Times",David E. Sanger,0
621,George Soros-Backed Climate March Brings Celebs to National Mall on Sweltering Saturday - Breitbart,Penny Starr,0
622,"Edward Snowden’s Long, Strange Journey to Hollywood - The New York Times",Irina Aleksander,0
627,"In Its Third Month, India’s Cash Shortage Begins to Bite - The New York Times",Geeta Anand and Hari Kumar,0
628,There’s Only One Trump Administration Position That’s Gaining Popularity And It’s Going To Shock You - Breitbart,John Carney,0
632,Chaos and Desperation as Thousands Flee Aleppo Amid Government Advance - The New York Times,Anne Barnard and Nick Cumming-Bruce,0
633,Wildfire Empties Fort McMurray in Alberta’s Oil Sands Region - The New York Times,Ian Austen,0
635,Schumer: Sessions Should Be Investigated - He ’Seems To Be Violating’ His Recusal - Breitbart,Pam Key,0
636,"Amid Division, a March in Washington Seeks to Bring Women Together - The New York Times",Katie Rogers,0
637,"Zoe Saldana: Trump Won Because Hollywood ’Got Cocky, Became Arrogant Bullies’",Jerome Hudson,0
640,"Trump: Flynn Treated ’Very Unfair’ by ’Fake Media,’ Illegal Leaks - Breitbart",Pam Key,0
641,"California Today: In Virtual Reality, Investigating the Trayvon Martin Case - The New York Times",Mike McPhate,0
642,"Nearly 8 Decades Later, an Apology for a Lynching in Georgia - The New York Times",Alan Blinder and Richard Fausset,0
643,Marcia Clark Finally Has a Moment to Savor at the Emmys - The New York Times,John Koblin,0
644,"In ‘Brexit’ Speech, Theresa May Outlines Clean Break for U.K. - The New York Times",Stephen Castle and Steven Erlanger,0
645,A Man Who Hated Black Men Found a Victim Who Cared for Others - The New York Times,N. R. Kleinfield,0
646,Michael Flynn Failed to Disclose Income From Russia-Linked Entities - The New York Times,Matthew Rosenberg,0
648,Federal Judge Throws Out Convicted D.C. Sniper’s Four Life Sentences,Katherine Rodriguez,0
649,"Donald Trump, Obama, Thanksgiving: Your Weekend Briefing - The New York Times",Karen Workman and Merrill D. Oliver,0
654,"Squatty Potty CEO: Griffin Image ’So Divisive and So Disturbing, You Don’t Have a Decision, Really’",Dan Riehl,0
658,Trump Expands Search for His Secretary of State - The New York Times,Nicholas Fandos,0
660,"Cost, Not Choice, Is Top Concern of Health Insurance Customers - The New York Times",Reed Abelson,0
661,Shaq Announces Plan to Run for Sheriff in 2020 - Breitbart,Trent Baker,0
664,The Billionaire Who’s Building a Davos of His Own - The New York Times,Alessandra Stanley,0
665,Running Into Danger on an Alaskan Trail - The New York Times,Cinthia Ritchie,0
667,"Dems Win Congressional Baseball Game, Give Trophy to Republican Steve Scalise - Breitbart",Dylan Gwinn,0
668,France 2015 to Present: Strict Gun Control a Paper Tiger - Breitbart,AWR Hawkins,0
670,Troubled Quarterback Johnny Manziel to Appear at Shopping Mall to Sign Autographs During Next Super Bowl - Breitbart,Warner Todd Huston,0
671,Bob Dylan Accused of Lifting Parts of Nobel Prize Speech from SparkNotes,Jerome Hudson,0
672,"After Blimp Crash and E. Coli Contamination, Snakebitten U.S. Open Witnesses a Spectator Death - Breitbart",Daniel Redmond,0
673,Public Employees and the Shadow World of American Carnage,John Carney,0
675,ESPN’s LZ Granderson: ’Justified’ to Think Kaepernick Is Being ’Blackballed’ if Nobody Signs Him - Breitbart,Trent Baker,0
677,We’re in a Low-Growth World. How Did We Get Here? - The New York Times,Neil Irwin,0
678,"Istanbul, Donald Trump, Benjamin Netanyahu: Your Morning Briefing - The New York Times",Charles McDermid,0
680,Dalian Wanda’s Hollywood Event Is Itself a Production - The New York Times,Brooks Barnes,0
684,"California, at Forefront of Climate Fight, Won’t Back Down to Trump - The New York Times",Adam Nagourney and Henry Fountain,0
685,The New York Times to Offer Open Access on Web and Apps for the Election - The New York Times,,0
687,"G.E., the 124-Year-Old Software Start-Up - The New York Times",Steve Lohr,0
688,"$2,700 for Hillary Clinton at ‘Hamilton’? That Would Be Enough - The New York Times",Matt Flegenheimer,0
692,Renting a Car? Know the Rules of the Road - The New York Times,Elaine Glusac,0
693,All Impeachments Are Political. But Was Brazil’s Something More Sinister? - The New York Times,Amanda Taub,0
694,"Trump, in Interview, Moderates Views but Defies Conventions - The New York Times","Michael D. Shear, Julie Hirschfeld Davis and Maggie Haberman",0
695,"Review: ‘Sweetbitter,’ a ‘Bright Lights, Big City’ for the Restaurant Set - The New York Times",Dwight Garner,0
696,Gonzaga Beats South Carolina in Final Four for Shot at Another First - The New York Times,Karen Crouse,0
697,"Gorka: Trump ’Is Not an Interventionist Commander-in-Chief,’ ’Nothing Has Changed’ - Breitbart",Pam Key,0
700,"Gorsuch: Scalia A ’Lion of the Law’ - Judges Should Look to What Law Demands, Not What They Prefer - Breitbart",Ian Hanchett,0
703,"Pregnant Women Turn to Marijuana, Perhaps Harming Infants - The New York Times",Catherine Saint Louis,0
707,McCain: Trump’s Attacks on Press Are ’How Dictators Get Started’ - Breitbart,Pam Key,0
712,Germany: Iraqi Asylum-Seeker Convicted of Raping Chinese Students,Breitbart London,0
715,ICE Rounds Up 44 Criminal Aliens in Texas Capital,Bob Price,0
718,"Keith Vaz, British Lawmaker, Quits Senior Post Amid Sex and Drug Scandal - The New York Times",Stephen Castle,0
720,"Donald Trump, Syria, Emperor Akihito: Your Morning Briefing - The New York Times",Charles McDermid,0
722,FLYNN: Critics Call Nuclear Scientist Miss USA ’Dumb’ After She Disses Feminism and Calls Health Care a ’Privilege’ - Breitbart,Daniel J. Flynn,0
723,"Hampshire College Student Accused of Assaulting Basketball Player for Wearing Hair Braids, Claims ’Cultural Appropriation’ - Breitbart",Tom Ciccotta,0
726,"For Simone Manuel, Gold Ripples Beyond the Pool - The New York Times",Karen Crouse,0
733,Turkey’s Relations With Europe Sink Amid Quarrel With Netherlands - The New York Times,Patrick Kingsley and Alissa J. Rubin,0
735,Blue State Blues: The Deliberate Politicization of Intimacy,Joel B. Pollak,0
736,"Clare Hollingworth, Reporter Who Broke News of World War II, Dies at 105 - The New York Times",Margalit Fox,0
737,North Miami Police Officers Shoot Man Aiding Patient With Autism - The New York Times,Niraj Chokshi,0
740,"Efforts to Curb Police Abuses Have Mixed Record, and Uncertain Future - The New York Times",Shaila Dewan and Richard A. Oppel Jr.,0
742,"Hey Ho, It’s Old: England Embraces Punk Rock 40 Years Later - The New York Times",Christopher D. Shea,0
746,Breitbart News Daily: Draining the Swamp - Breitbart,Breitbart News,0
748,Watch: Tony Romo Says Goodbye to Dallas Cowboys in Instagram Video - Breitbart,Trent Baker,0
749,Globalism: A Far-Right Conspiracy Theory Buoyed by Trump - The New York Times,Liam Stack,0
750,Georgia Father Is Convicted of Murder in Toddler’s Death in Hot Car - The New York Times,Alan Blinder,0
751,Richard Bolles Dies at 90 Wrote ‘What Color Is Your Parachute?’ - The New York Times,Paul Vitello,0
752,Stranahan: Steve Bannon Nailed It on the Media’s Fight Against Trump - Breitbart,Lee Stranahan,0
757,"Review: In ‘Hillbilly Elegy,’ a Tough Love Analysis of the Poor Who Back Trump - The New York Times",Jennifer Senior,0
761,"Facing Congress, Some Sports Officials (Not All) Begin to Confront Sexual Abuse - The New York Times",Juliet Macur,0
762,Airbnb Ends Fight With New York City Over Fines - The New York Times,Katie Benner,0
763,Big Pharma’s Martin Shkreli Suspended From Twitter - Breitbart,Mike Ma,0
764,"Next Big Tech Corridor? Between Seattle and Vancouver, Planners Hope - The New York Times",Nick Wingfield,0
765,Evidence That Robots Are Winning the Race for American Jobs - The New York Times,Claire Cain Miller,0
767,Seeing Africa by Road - The New York Times,Jeffrey Gettleman,0
769,Bill Maher Isn’t High on Trump: The State of Free Speech in a New Era - The New York Times,Jim Rutenberg,0
770,The L.P.G.A. Tour and Donald Trump: It’s Complicated - The New York Times,Karen Crouse,0
772,FL Sheriff: ’Not a Day Goes By That We All Don’t Arrest A Lot of Illegal Aliens’ Who Are ’Preying’ on People - Breitbart,Ian Hanchett,0
773,Donald Trump Threatens to Cancel Berkeley Federal Funds After Riots Shut Down Milo Event,Charlie Spiering,0
775,"Bill Herz, Last of ‘War of the Worlds’ Broadcast Crew, Dies at 99 - The New York Times",Sam Roberts,0
776,Gary Johnson Equates Syria Deaths Caused by Assad and West - The New York Times,Maggie Haberman and Alexander Burns,0
777,Republican Senators Bill to Defund UN Over Anti-Israel Resolution,Adelle Nazarian,0
779,"Rose Evansky, a Pioneer in Women’s Hairstyling, Dies at 94 - The New York Times",William Grimes,0
781,"Blackstone, Saudi Arabia Announce $40 Billion Investment in U.S. Infrastructure - Breitbart",Katherine Rodriguez,0
783,Dem Sen Merkley: Gorsuch Nomination A ’Court-Packing Scheme’ - He Should Have Turned Down Nomination - Breitbart,Ian Hanchett,0
785,Push for Internet Privacy Rules Moves to Statehouses - The New York Times,Conor Dougherty,0
787,Madonna Gave a Surprise Pop-Up Concert to Support Clinton. We Were There. - The New York Times,Annie Correal,0
789,Trump Supporter Plans Anti-Trump Rally over Lack of Tax Reform,Dan Riehl,0
792,Trump to Iranian President Rouhani: ’Better Be Careful’ - Breitbart,Breitbart Jerusalem,0
795,Warren Buffett Stake Suggests Apple Is All Grown Up - The New York Times,James B. Stewart,0
798,"Paul LePage, the Governor of Maine, Now Says He’s Not Quitting - The New York Times",Jess Bidgood,0
801,"After Her Son’s Death, Sally Mann Stages a Haunting Show - The New York Times",Hilarie M. Sheets,0
802,Trump Team’s Links to Russia Crisscross in Washington - The New York Times,Scott Shane and Andrew E. Kramer,0
803,North Korean Is Arrested in Killing of Kim Jong-un’s Half Brother - The New York Times,Richard C. Paddock and Rick Gladstone,0
807,Oscar Voter: Meryl Streep Only Nominated for Anti-Trump Speech,Jerome Hudson,0
808,Texas Enacts ’Anti-Sharia’ Law,Merrill Hope,0
809,Chicago Police Board Chair: Windy City Needs Federal Help to Turn Tide on Crime - Breitbart,AWR Hawkins,0
814,"Exclusive — Amid Paul Ryan’s Obamacare 2.0 Push, Mississippi’s Chris McDaniel Preps for Potential 2018 Senate Run - Breitbart",Matthew Boyle,0
816,‘More Artists Are Going to Boycott’: The Grammys Face Fallout After Fraught Awards - The New York Times,Joe Coscarelli,0
820,Senate Confirms Scott Pruitt as E.P.A. Head - The New York Times,Coral Davenport,0
821,"Crickets, Snakes, Crabs: A Mix of Fact and Fraud in New York’s Subway - The New York Times",Jim Dwyer,0
822,Sessions’s Potential Deputy Faces a Stern Test on Russia Inquiries - The New York Times,Eric Lichtblau,0
823,‘Suicide Squad’ Tops Box Office for Second Weekend - The New York Times,Brooks Barnes,0
824,Health Insurers Plan Rate Hikes for Obamacare Exchanges - Breitbart,Sean Moran,0
828,Senate Narrowly Passes Rollback of Obama-Era ‘Auto-I.R.A.’ Rule - The New York Times,Noah Weiland,0
829,"In Cramped and Costly Bay Area, Cries to Build, Baby, Build - The New York Times",Conor Dougherty,0
830,"Championing Optimism, Obama Hails Clinton as His Political Heir - The New York Times",Jonathan Martin and Patrick Healy,0
831,Fiona Apple Releases a Trump Protest Chant - The New York Times,Jonah Engel Bromwich,0
833,Trump Organization Moves to Avoid Possible Conflicts of Interest - The New York Times,Noam Scheiber,0
